vibrate,voltage,pressure,label
32.45526776,860,4.27,0
152.6052243,981,1.36,0
210.933326,204,8.24,0
114.6733759,480,8.37,0
35.58902408,761,0.22,0
125.4366785,498,3.7,0
34.90433452,79,4.99,0
126.3191004,493,8.27,0
174.957385,478,8.39,0
34.76729704,463,3.8,0
153.8193048,8,8.61,0
35.15029902,485,1.03,0
54.74153923,465,0.66,0
222.2716391,469,8.79,0
158.6431256,479,8.5,0
40.05377202,499,2.56,0
96.63790585,477,5.4,0
172.2783384,921,3.56,0
33.8116036,950,5.93,0
33.90249795,986,1.3,0
149.6632303,466,8.42,0
38.43058322,480,3.67,0
203.290334,499,8.04,0
84.70734949,495,5.06,0
209.6078874,278,8.17,0
151.6521132,482,8.13,0
147.0364672,683,8.37,0
171.2204398,776,3.56,0
220.2182916,232,3.11,0
124.6287765,500,2.72,0
110.1697548,124,8.72,0
31.9228544,498,3.52,0
116.0297042,249,2.76,0
190.922776,931,1.09,0
133.9451879,471,0,0
33.87201171,142,4.86,0
138.5421,500,8.42,0
35.87496784,861,3.37,0
117.8532643,469,3.97,0
104.6757288,471,3.47,0
185.0207763,471,8.24,0
174.6603379,797,1.91,0
197.9210367,490,8.43,0
36.93673491,270,6,0
178.7682995,292,8.74,0
35.10291073,183,5.79,0
36.52365911,485,3.53,0
216.1935434,474,8.6,0
173.169321,874,8.39,0
138.4053469,790,1.52,0
145.7710051,893,4.91,0
184.4618505,156,8.33,0
55.00256901,461,0.35,0
169.5630472,499,8.88,0
134.4170901,51,2.6,0
101.2976783,16,3.42,0
180.4518456,121,1.73,0
31.30929654,495,4.2,0
100.376172,968,8.75,0
79.83394331,466,0.74,0
36.85971139,712,0.54,0
35.13781398,910,1.19,0
126.5393213,8,1.25,0
35.79200723,971,3.9,0
220.7738027,949,3.18,0
196.9557038,485,8.32,0
31.2264792,461,2.46,0
55.52453481,493,3.68,0
188.9032048,768,2.31,0
141.967506,940,8.76,0
37.2227764,467,3.43,0
36.65258744,462,3.15,0
32.15515658,487,4.15,0
158.6854604,971,5.8,0
103.9629595,701,8.53,0
93.67536692,481,5.92,0
30.10689474,462,1.62,0
32.91009256,208,1.01,0
113.1426368,496,5.74,0
192.4057621,486,8.18,0
134.0195034,498,1.83,0
38.53194512,484,1.82,0
202.2518418,864,2.35,0
39.26376783,498,4.76,0
31.98469423,479,2.66,0
222.4481882,772,0.85,0
181.5740249,221,8.65,0
161.2989954,860,2.61,0
51.37572233,478,5.8,0
35.19965139,51,3.49,0
30.47136437,466,4.62,0
203.8349129,161,0.73,0
65.31631536,474,1.15,0
37.80023471,708,2.12,0
180.3861168,497,8.31,0
123.0382638,797,3.99,0
103.3454293,39,8.86,0
71.32843696,491,5.05,0
220.5344066,741,5.75,0
67.2280798,492,4.83,0
180.0159963,263,8.11,0
101.0423581,460,8.62,0
116.8999214,5,2.59,0
114.9544849,470,5.9,0
33.36503636,472,0.19,0
33.09472053,491,2.99,0
222.7298556,499,8.41,0
