0 0 0.001 4999.0
1 0 0.001 4999.0
2 0 0.001 4999.0
3 0 0.001 4999.0
4 0 0.001 4999.0
5 706 3.447265625 0.450424929178
6 642 3.134765625 0.595015576324
7 558 2.724609375 0.835125448029
8 0 0.001 4999.0
9 463 2.2607421875 1.21166306695
10 0 0.001 4999.0
11 327 1.5966796875 2.13149847095
12 0 0.001 4999.0
13 264 1.2890625 2.87878787879
14 0 0.001 4999.0
15 173 0.8447265625 4.91907514451
16 0 0.001 4999.0
17 0 0.001 4999.0
18 0 0.001 4999.0
19 0 0.001 4999.0
20 0 0.001 4999.0
21 0 0.001 4999.0
22 0 0.001 4999.0
23 0 0.001 4999.0
24 0 0.001 4999.0
25 0 0.001 4999.0
26 0 0.001 4999.0
27 0 0.001 4999.0
28 0 0.001 4999.0
29 0 0.001 4999.0
30 0 0.001 4999.0
31 0 0.001 4999.0
32 0 0.001 4999.0
33 0 0.001 4999.0
34 0 0.001 4999.0
35 0 0.001 4999.0
36 0 0.001 4999.0
37 0 0.001 4999.0
38 0 0.001 4999.0
39 0 0.001 4999.0
40 0 0.001 4999.0
41 0 0.001 4999.0
42 0 0.001 4999.0
43 0 0.001 4999.0
44 0 0.001 4999.0
45 0 0.001 4999.0
46 0 0.001 4999.0
47 0 0.001 4999.0
48 0 0.001 4999.0
49 2 0.009765625 511.0
50 0 0.001 4999.0
51 0 0.001 4999.0
52 0 0.001 4999.0
53 0 0.001 4999.0
54 0 0.001 4999.0
55 0 0.001 4999.0
56 0 0.001 4999.0
57 0 0.001 4999.0
